"artist","title","acousticness","danceability","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","valence","label"
"DJ Clue / Fabolous Sport","If They Want It","0.0456","0.912","0.468","1.52E-5","1","0.108","-8.957","1","0.264","96.97","0.674","0"
"Bob Margolin","No Consolation","0.894","0.543","0.149","2.22E-4","4","0.0633","-14.106","0","0.0373","149.436","0.503","1"
"Eddy Raven","I Know That Car","0.555","0.676","0.311","0.0","10","0.0775","-14.415","1","0.0293","105.939","0.29","0"
"Barbara Fairchild","I'll Meet You In The Morning","0.694","0.563","0.508","0.0","8","0.0914","-5.859","1","0.027","114.78","0.63","0"
"Bruisers","Bloodshed","0.682","0.437","0.916","0.319","5","0.118","-6.627","0","0.0334","92.73","0.611","0"
"David Banner","Syrup Sipping (Banner Beat Break)","0.0394","0.836","0.34","0.0","3","0.14","-11.618","0","0.221","83.53","0.37","0"
"Nicho Hinojosa","Tus Viejas Cartas","0.645","0.474","0.38","0.0","4","0.0856","-8.313","0","0.0329","98.145","0.468","0"
"The Fabulous Thunderbirds","Let Me In","0.679","0.642","0.686","4.51E-4","0","0.249","-5.847","1","0.0484","117.991","0.86","1"
"Legion Of Green Men","Tuggathanug","0.00439","0.863","0.762","0.856","2","0.107","-7.736","1","0.0937","111.008","0.483","0"
"The Distillers","Oh Serena","0.00288","0.297","0.973","0.00434","3","0.468","-2.971","1","0.0793","163.035","0.49","0"
"Imiskoubria","To Pirame","0.0637","0.636","0.876","0.0","2","0.362","-5.327","1","0.0929","89.949","0.819","0"
"Blind Boy Fuller","Put You Back In The Jail","0.975","0.726","0.3","3.67E-4","8","0.111","-10.761","1","0.0951","93.599","0.788","1"
"Johnny Otis Show","You Better Look Out","0.325","0.591","0.517","0.0","0","0.978","-12.69","1","0.183","83.189","0.631","0"
"The Incurables","Finally","0.0129","0.533","0.415","0.0872","0","0.111","-8.832","1","0.0253","98.908","0.0913","0"
"The Stranglers","It Only Takes Two To Tango","0.00132","0.602","0.813","0.369","4","0.267","-11.11","1","0.0498","107.629","0.277","1"
"Percy Faith And His Orchestra","Damisela Encantadora","0.823","0.178","0.374","0.508","2","0.527","-9.214","1","0.0314","110.679","0.214","0"
"The Flesh","Sweet Defeat","0.0795","0.599","0.84","0.0","0","0.192","-2.956","0","0.0629","129.097","0.944","1"
"Mons Leidvin Takle","Blott En Dag","0.685","0.364","0.205","0.892","7","0.0999","-13.061","1","0.0337","92.701","0.124","0"
"Amorphis","The Lost Name of God","3.49E-4","0.166","0.771","0.824","8","0.0646","-6.862","1","0.0548","128.071","0.162","0"
"Screamin' Jay Hawkins","I Put a Spell on You","0.583","0.744","0.434","0.0151","5","0.0715","-10.807","0","0.0845","173.871","0.939","0"
"Jesse Malin","Almost Grown","0.0875","0.568","0.843","0.0","11","0.0543","-6.375","1","0.0373","137.857","0.932","0"
"Dart","For The Good Times","0.00557","0.62","0.503","0.00383","0","0.511","-9.75","1","0.0631","147.959","0.689","1"
"Kuldeep Paras","Ek Pegh","0.226","0.599","0.882","0.0","11","0.0587","-4.499","1","0.0401","156.024","0.93","0"
"Roj","The Process Revealed","0.0662","0.478","0.52","0.00187","7","0.101","-11.937","1","0.129","170.411","0.345","0"
"John Williams","Escape From The City","0.845","0.453","0.289","0.882","7","0.131","-22.325","1","0.0383","151.381","0.267","1"
"Devo","Sloppy (I Saw My Baby Gettin')","0.278","0.452","0.794","2.15E-4","2","0.221","-10.435","1","0.181","177.029","0.545","0"
"The Jordanaires","Your Love Takes Good Care Of Me","0.845","0.615","0.25","0.00154","5","0.278","-13.784","1","0.0304","114.39","0.569","1"
"The Antlers","The Carrying Arms","0.837","0.473","0.251","2.17E-4","7","0.193","-19.664","1","0.0734","150.06","0.42","1"
"Buzzcocks","Strange Thing","3.54E-6","0.297","0.96","0.543","4","0.0919","-7.103","1","0.0695","168.625","0.462","0"
"Semisonic","Secret Smile","0.289","0.551","0.516","1.5E-4","10","0.0853","-9.587","0","0.027","99.045","0.547","0"
"Tiny Bradshaw","Well Oh Well","0.579","0.718","0.858","0.0","8","0.114","-5.97","1","0.111","106.313","0.844","0"
"Rita Chiarelli","Doggin' Around","0.804","0.395","0.336","7.15E-4","5","0.243","-8.031","1","0.0422","178.993","0.36","1"
"Cut Copy","Unforgettable Season","0.0321","0.319","0.951","0.693","10","0.232","-2.644","1","0.179","129.964","0.37","0"
"Frank Chacksfield & His Orchestra","Misty Valley","0.938","0.181","0.182","0.884","0","0.124","-14.686","1","0.0331","100.818","0.0676","1"
"Coraleena Ellis","Wide Awake In A Dream","0.199","0.77","0.512","0.00424","11","0.0638","-12.043","0","0.0357","131.999","0.826","1"
"Sophie B. Hawkins","The Ballad Of Sleeping Beauty","0.473","0.664","0.76","0.0","9","0.0682","-6.121","1","0.0311","105.003","0.443","1"
"X-ecutioners featuring Tom Tom Club & Biz Markie","Genius Of Love 2002 (featuring Tom Tom Club & Biz Markie)","0.0343","0.931","0.772","1.72E-4","7","0.37","-5.583","1","0.187","102.634","0.73","0"
"Pam Thum","See You in the Morning","0.21","0.508","0.438","8.76E-6","1","0.0981","-11.183","1","0.0278","141.178","0.256","0"
"Wonderland","You","0.857","0.359","0.702","0.0","0","0.0888","-8.247","1","0.276","176.938","0.256","0"
"The Jets","Steppin' Out Tonight","0.0281","0.757","0.581","0.32","11","0.101","-13.474","1","0.0759","97.175","0.842","1"
"Eddy Raven","I WANNA HEAR IT FROM YOU","0.0863","0.721","0.536","0.0","5","0.191","-12.999","1","0.0291","129.044","0.735","0"
"Irma Thomas","We All Need Love","0.629","0.701","0.301","0.0","5","0.267","-10.835","0","0.0417","131.497","0.244","1"
"John Wesley","Alone Together (Live Acoustic)","0.793","0.402","0.19","0.0","4","0.697","-13.626","1","0.036","151.235","0.251","0"
"Delbert McClinton","He Will Break Your Heart","0.031","0.755","0.679","1.17E-4","10","0.0985","-10.053","1","0.0401","126.748","0.967","1"
"PMD","Let it go Interlude","0.657","0.574","0.226","0.0","8","0.774","-19.926","1","0.829","132.162","0.449","1"
"Zeromancer","Send Me An Angel","3.65E-5","0.597","0.672","0.0455","2","0.372","-6.15","0","0.0356","130.038","0.265","0"
"Lyrics Born","Bad Dreams","0.11","0.862","0.668","4.59E-6","6","0.0633","-5.308","1","0.0718","85.024","0.889","0"
"The Chi-Lites","The Coldest Days Of My Life","0.328","0.244","0.479","1.21E-5","4","0.333","-13.184","1","0.0374","130.488","0.315","1"
"Coffinberry","Welcome To Hell","0.207","0.304","0.664","0.0149","4","0.113","-11.206","0","0.0295","152.201","0.331","0"
"Nestor Torres","Ain't No Sunshine","0.489","0.684","0.496","0.162","9","0.102","-9.214","0","0.0418","150.03","0.734","0"
"Old Man's Child","Towards Eternity","8.36E-6","0.24","0.909","0.612","7","0.102","-7.316","0","0.0557","95.041","0.127","0"
"Dave Eggar","Wave","0.986","0.212","0.0209","0.905","1","0.106","-22.091","1","0.0463","202.326","0.11","0"
"Dixieland Jug Blowers","Banjoreno","0.913","0.547","0.435","0.599","0","0.165","-16.645","1","0.038","126.682","0.717","0"
"Lionel Rogg","Fantasia In C Major BWV 570","0.92","0.151","0.0257","0.913","0","0.0922","-30.966","1","0.0519","66.263","0.0496","0"
"The Irish Tenors","The Croppy Boy","0.951","0.26","0.035","2.48E-6","10","0.109","-21.021","1","0.0367","94.532","0.0978","0"
"Oscar Peterson Trio","Night And Day","0.974","0.491","0.362","0.944","8","0.108","-14.89","1","0.0431","119.314","0.614","0"
"Tammy Pescatelli","Playboy Foundation","0.666","0.694","0.205","0.0","9","0.655","-20.951","1","0.947","96.706","0.749","0"
"Phil Spector","Spanish Harlem","0.922","0.348","0.103","1.26E-6","0","0.201","-14.832","1","0.0495","202.198","0.394","0"
"Jesse Malin","Harmony","0.0221","0.562","0.695","3.27E-4","1","0.247","-7.05","1","0.0349","139.082","0.361","0"
"Trafik","Le Beeatch","0.00457","0.742","0.349","0.199","5","0.115","-12.561","1","0.0593","127.994","0.802","0"
"Jane's Addiction","True Nature","6.89E-4","0.421","0.973","9.03E-5","7","0.108","-3.458","1","0.108","92.064","0.261","0"
"JC Lodge","Let's Make Love","0.0945","0.771","0.519","0.0","10","0.0632","-5.994","1","0.0713","83.987","0.611","1"
"Toots & The Maytals","It's You","0.278","0.799","0.419","1.09E-6","1","0.165","-12.714","1","0.0402","115.003","0.966","1"
"Kokane","Straight Coats","0.339","0.916","0.522","1.49E-6","5","0.0614","-8.419","0","0.31","94.581","0.896","0"
"Sergio Franchi","Silent Night","0.979","0.209","0.208","1.98E-4","0","0.111","-12.496","1","0.0313","84.087","0.218","1"
"Rocky Hill","Fool For You","0.498","0.37","0.532","0.00101","7","0.263","-5.242","1","0.0304","109.143","0.352","1"
"Lighthouse Family","Run","0.121","0.546","0.663","0.00269","6","0.12","-8.264","1","0.0262","76.711","0.913","0"
"Buddy Johnson","Did You See Jackie Robinson Hit That Ball?","0.393","0.664","0.377","0.0","7","0.0775","-9.459","0","0.0518","73.057","0.78","1"
"Dexys Midnight Runners","Breaking Down The Walls Of Heartache","0.277","0.513","0.825","0.0","1","0.089","-7.929","0","0.0576","161.102","0.825","1"
"The Shangri-Las","Twist and Shout","0.443","0.562","0.916","0.0","5","0.903","-8.781","1","0.27","128.938","0.709","1"
"Eyes Set to Kill","Play The Part","0.00157","0.41","0.997","0.0","8","0.16","-3.862","1","0.152","194.998","0.256","0"
"Joe Lopez","Me Duele","0.477","0.666","0.695","0.0","0","0.128","-6.382","1","0.109","161.966","0.865","0"
"Stanley Clarke","Cruisin'","0.355","0.659","0.315","0.212","0","0.0752","-12.387","1","0.0292","110.886","0.444","0"
"Gerald Veasley","On The Fast Track","0.254","0.636","0.788","0.542","7","0.27","-7.111","1","0.0377","110.034","0.648","0"
"Solas","Clothes Of Sand","0.641","0.438","0.593","0.00215","11","0.124","-9.006","0","0.0458","131.986","0.299","0"
"Kiss","Radar For Love","0.23","0.254","0.949","0.211","9","0.36","-7.404","1","0.195","132.546","0.271","1"
"Everyday Sunday","Don't Leave","1.75E-4","0.464","0.696","0.0","7","0.258","-7.197","1","0.0288","102.988","0.235","0"
"The Antlers","Stairs To the Attic","0.391","0.55","0.573","0.00399","7","0.0891","-9.994","1","0.0432","79.985","0.126","1"
"Aerosmith","Cryin'","2.02E-4","0.445","0.856","0.0101","9","0.367","-3.674","1","0.0327","105.872","0.486","1"
"GG Allin","Outskirts Of Life","0.223","0.692","0.728","0.0","0","0.117","-8.102","1","0.0345","99.701","0.809","0"
"Sick Of It All","Death Or Jail","2.6E-5","0.268","0.997","0.0997","10","0.0772","-2.274","1","0.156","112.602","0.131","0"
"The American Boychoir","Walk In The Light","0.989","0.311","0.167","0.0334","3","0.0977","-22.577","1","0.0305","101.709","0.391","1"
"Lady Saw","Love & Understanding","0.0891","0.78","0.475","0.0","1","0.0914","-12.133","1","0.355","167.98","0.561","1"
"MxPx","Drum Machine Joy","0.00133","0.185","0.69","3.56E-6","5","0.0737","-5.097","1","0.0365","193.658","0.777","0"
"Geier Sturzflug","Schwarzarbeit","0.0153","0.746","0.939","0.0","10","0.401","-4.589","1","0.0327","116.039","0.992","0"
"Mystic Revelation of Rastafari","Ethiopian Serenade","0.654","0.67","0.205","1.35E-5","5","0.313","-21.62","1","0.25","114.196","0.763","0"
"Tommy McLain","Let It Be Me","0.336","0.573","0.174","6.73E-6","3","0.948","-20.786","1","0.0638","76.346","0.37","0"
"Felix Slatkin/Concert Arts Symphonic Band","The Star-Spangled Banner (1998 Digital Remaster)","0.808","0.232","0.382","0.936","5","0.404","-16.327","1","0.0312","74.59","0.374","0"
"Madonna","Papa Don't Preach","0.311","0.807","0.906","7.91E-4","5","0.0248","-8.973","0","0.0371","121.54","0.971","1"
"Bobby Pulido","La Rosa","0.0913","0.581","0.717","2.04E-4","9","0.0768","-8.38","1","0.145","196.674","0.722","1"
"Charlie Byrd","How Insensitive","0.914","0.543","0.137","0.795","2","0.71","-22.434","0","0.0461","121.905","0.316","1"
"Alice In Chains","Brother","0.557","0.405","0.365","4.8E-4","1","0.89","-10.927","1","0.0307","85.781","0.076","0"
"George Michael","Praying For Time","0.0471","0.581","0.622","0.0162","10","0.0915","-14.878","1","0.0354","127.814","0.257","1"
"Aaron Watson","Rollercoaster Ride","0.357","0.6","0.655","0.0","4","0.107","-8.454","1","0.0273","155.861","0.825","1"
"Mindy McCready","Ten Thousand Angels","0.0594","0.551","0.794","2.01E-5","0","0.231","-5.995","1","0.0341","165.813","0.587","0"
"Mariano Yanani","Stuck In A Moment You can't Get Out Of","0.485","0.588","0.276","0.504","4","0.148","-14.859","1","0.0337","164.165","0.328","0"
"Foo Fighters","If Ever","0.0195","0.424","0.222","0.0761","9","0.0457","-7.692","1","0.0369","149.101","0.102","0"
"Karen Peck And New River","Feels Good To Be Free","0.605","0.58","0.762","0.0","5","0.323","-5.154","1","0.0413","177.864","0.727","0"
"Nightwish","Escapist","4.73E-4","0.512","0.926","0.843","7","0.345","-3.556","0","0.0371","143.954","0.354","0"
"Krystof","Star","0.0715","0.568","0.537","0.0","4","0.28","-7.084","0","0.0299","105.047","0.354","0"
"David Martin","It Must Be","0.412","0.436","0.502","1.67E-5","0","0.0845","-9.406","1","0.028","134.003","0.207","0"
"Aisha Duo","Beneath an Evening Sky","0.985","0.417","0.0272","0.912","1","0.109","-21.71","0","0.0473","86.127","0.227","0"
"Aerosmith","Reefer Head Woman","0.013","0.329","0.433","0.00577","9","0.4","-12.72","1","0.0361","188.218","0.535","0"
"The Clancy Brothers","Water Is Alright In Tay","0.834","0.532","0.41","0.0","0","0.173","-12.39","1","0.0598","106.445","0.944","1"
"Joe Satriani","Midnight","0.77","0.454","0.449","0.72","4","0.175","-12.272","0","0.0486","162.207","0.155","1"
"Tora Tora","Wasted Love","0.0223","0.318","0.895","3.94E-4","9","0.276","-7.57","0","0.0691","140.791","0.306","0"
"Esa Pakarinen","Miina ja Mikko markkinoilla","0.636","0.705","0.317","0.0","7","0.0633","-12.447","1","0.46","178.465","0.929","0"
"Utopia","Magic Dragon Theatre","0.825","0.652","0.465","0.0","5","0.168","-11.943","1","0.0285","98.467","0.488","0"
"Horace Andy","Rastafari Prophecy","0.0253","0.747","0.658","1.75E-4","9","0.355","-6.741","0","0.0858","151.452","0.668","0"
"Gertrudis","Intro","0.529","0.562","0.45","9.11E-4","9","0.643","-12.258","0","0.0279","97.797","0.547","0"
"Brian Tyler","I Dream Of Chi Chi","0.907","0.469","0.0924","0.921","0","0.121","-18.763","1","0.044","55.727","0.408","0"
"Janet Jackson","Hold On Baby","0.0591","0.0","0.578","0.967","9","0.5","-35.078","0","0.0","0.0","0.0","0"
"Grant And Wilson","Find Me At the Greasy Spoon","0.995","0.543","0.317","6.37E-5","5","0.0818","-8.871","0","0.104","90.876","0.623","1"
"Nine Inch Nails","Memorabilia","0.177","0.612","0.988","0.354","5","0.138","-7.002","1","0.0759","133.849","0.333","0"
"EPMD","Jane 5","0.0164","0.773","0.528","2.09E-4","10","0.11","-7.883","0","0.333","86.909","0.427","0"
"Dealership","I Don't Want Your Love","0.0659","0.66","0.544","0.00134","10","0.106","-7.616","1","0.0271","107.126","0.835","0"
"Dave ""Baby"" Cortez","The Happy Organ","0.544","0.636","0.888","0.141","1","0.0763","-6.811","1","0.0314","91.19","0.97","1"
"Patricia Kaas","Elle Voulait Jouer Cabaret","0.339","0.496","0.666","1.7E-6","8","0.98","-8.008","1","0.0927","88.695","0.525","0"
"Gorki","Morse","0.12","0.53","0.522","0.00559","4","0.448","-8.214","1","0.0293","150.061","0.286","0"
"Uphill Battle","Memory","8.7E-6","0.242","0.93","0.398","7","0.339","-6.522","1","0.112","134.967","0.244","0"
"The Fray","Absolute","0.0316","0.413","0.836","0.0","3","0.293","-5.593","1","0.0371","140.515","0.503","1"
"NOFX","Stickin In My Eye","0.0011","0.299","0.97","0.00752","9","0.0994","-7.494","1","0.0799","153.528","0.232","0"
"DJ Deeon","Rubber Track","2.57E-5","0.771","0.983","0.91","7","0.055","-15.328","1","0.0474","143.385","0.753","0"
"Paul Taylor","East Bay Bounce","0.353","0.876","0.798","0.808","7","0.0422","-4.193","0","0.0415","100.028","0.787","0"
"Bob Wills","Playboy Theme","0.745","0.697","0.512","0.0","7","0.0996","-7.66","1","0.0449","130.594","0.968","0"
"Capleton","Cry For Love","0.18","0.722","0.814","0.0","8","0.109","-9.157","1","0.38","184.83","0.821","0"
"Kieran","You Saved My Life","0.146","0.614","0.669","0.0","5","0.0653","-6.829","0","0.0609","77.919","0.631","0"
"The Cardigans","Iron Man","9.86E-4","0.578","0.382","0.00647","5","0.12","-9.024","1","0.0295","137.491","0.629","1"
"The Shamrock Singers","Fields Of Athenry","0.943","0.536","0.199","3.7E-5","4","0.13","-16.885","1","0.0312","114.067","0.288","1"
"Keira Green","My Heart Goes Up","0.0213","0.614","0.992","0.00115","0","0.264","-7.997","1","0.0431","140.998","0.704","0"
"The Pharcyde","The Climb/Paranoia","0.119","0.739","0.856","1.03E-5","9","0.237","-5.708","0","0.283","80.935","0.467","1"
"Joe Satriani","House Full Of Bullets","2.92E-4","0.422","0.896","0.837","11","0.14","-6.25","0","0.0344","92.446","0.67","0"
"Tigertailz","Thrill Pistol","4.71E-5","0.525","0.865","4.74E-4","2","0.123","-6.527","1","0.0459","133.962","0.503","0"
"Naseebo Lal","Dil Naheen Lagda","0.351","0.648","0.678","0.00268","0","0.377","-12.414","1","0.0615","80.132","0.949","0"
"Samba Trio","Essa Marie","0.619","0.539","0.313","5.19E-5","0","0.0885","-18.632","1","0.0488","113.382","0.655","0"
"Joe Lynn Turner","Soul Searcher","0.0125","0.393","0.675","0.0","5","0.11","-13.387","1","0.0354","172.85","0.731","1"
"The Birds","No Good Without You","0.013","0.365","0.9","0.0271","5","0.269","-4.925","0","0.0522","139.602","0.624","1"
"Fast Eddie","Yo Yo Get Funky","0.00733","0.72","0.977","3.2E-4","9","0.194","-3.216","1","0.0804","125.541","0.862","1"
"The Twinkle Brothers","Natty Dread Up Town","0.0733","0.744","0.356","0.0","1","0.223","-16.342","0","0.295","94.227","0.499","0"
"Doc & Merle Watson","Three Times Seven","0.887","0.534","0.312","0.119","4","0.121","-14.808","1","0.0394","201.861","0.869","0"
"Chris Eaton","All Or Nothing  (Wonderful World Album Version)","0.877","0.316","0.191","2.71E-6","7","0.133","-12.738","1","0.0304","70.811","0.173","0"
"Jay & The Americans","Let's Lock The Door (And Throw Away The Key)","0.694","0.653","0.649","0.0","7","0.748","-9.534","1","0.04","131.133","0.834","1"
"The Almost","Little Drummer Boy","0.0248","0.654","0.708","2.01E-4","7","0.0941","-7.486","1","0.0465","164.057","0.463","1"
"Roj","Clear Channels","0.982","0.738","0.719","0.00126","1","0.669","-16.447","1","0.507","89.344","0.809","0"
"DJ Quik","Pacific Coast Remix","0.132","0.815","0.643","0.0","7","0.0413","-4.91","1","0.235","100.066","0.517","0"
"Soul Asylum","Lies Of Hate","0.00275","0.493","0.87","5.9E-4","11","0.181","-6.656","0","0.033","103.073","0.33","0"
"Yank Rachell","My Mind Got Bad","0.994","0.613","0.204","0.00283","11","0.225","-12.597","0","0.0865","179.613","0.523","0"
"Bob Wills","South","0.804","0.737","0.717","0.0114","3","0.159","-10.418","1","0.107","125.952","0.845","0"
"Marc Shaiman","Blame Canada ( From: South Park )","0.989","0.746","0.277","0.898","5","0.0994","-14.3","1","0.059","136.79","0.58","0"
"Major Lance","Come See","0.686","0.804","0.608","0.0","6","0.0353","-9.05","1","0.0361","119.611","0.894","1"
"Tom Barabas","Shades Of Love","0.743","0.672","0.572","0.473","0","0.086","-12.913","1","0.0269","138.002","0.59","1"
"Kathy Troccoli","Never My Love","0.588","0.38","0.354","2.71E-6","7","0.0661","-10.902","1","0.0322","169.426","0.207","0"
"The Panic Channel","Awake","1.14E-4","0.501","0.952","0.216","9","0.114","-3.283","1","0.0606","147.911","0.485","0"
"Bon Jovi / Ray Davies","Celluloid Heroes","0.0189","0.453","0.646","0.0","7","0.1","-6.915","1","0.0315","130.026","0.295","0"
"The Almost","Summer Summer","0.864","0.486","0.218","0.00166","0","0.397","-17.289","0","0.0261","92.71","0.638","1"
"Sizzla","Care","0.432","0.827","0.584","1.64E-6","1","0.155","-8.786","0","0.112","94.629","0.56","0"
"L.A. Guns","Magdalaine","0.002","0.251","0.771","4.8E-5","1","0.0683","-13.096","1","0.0605","156.599","0.361","0"
"Russ Morgan","The Object Of My Affection","0.905","0.574","0.203","0.0193","3","0.0453","-13.027","1","0.0358","102.382","0.346","0"
"Shelby Lynne","Old Times Sake","0.57","0.717","0.184","5.0E-4","7","0.0753","-14.876","1","0.0338","61.14","0.192","0"
"Mitch Ryder","Jenny Take a Ride","0.276","0.57","0.946","0.0","5","0.441","-5.624","1","0.073","100.302","0.854","1"
"JennyAnyKind","Didn't You Notice","0.00614","0.502","0.732","6.09E-5","0","0.201","-5.875","1","0.03","117.395","0.866","0"
"EPMD","Mr. Bozack","0.0308","0.603","0.648","6.27E-5","6","0.236","-11.664","1","0.299","87.225","0.563","0"
"Jimmy Wakely","Mine All Mine","0.779","0.84","0.263","4.35E-5","4","0.0935","-13.554","1","0.0585","92.511","0.714","0"
"HA-ASH","Amor a Medias","0.161","0.593","0.76","0.0","9","0.349","-5.007","1","0.0293","137.012","0.562","0"
"Obie Bermudez","Antes (Salsa Version)","0.461","0.504","0.853","0.0","8","0.197","-4.175","1","0.0378","90.004","0.869","0"
"Shade Sheist / DJ Vice / DJ Echo / Damizza","Holla Boyz Outro","0.0613","0.847","0.546","8.79E-5","6","0.961","-6.639","0","0.28","89.972","0.663","1"
"Frank Stokes","Nehi Mamma Blues","0.976","0.515","0.14","9.77E-6","2","0.109","-13.873","1","0.0838","170.912","0.479","1"
"Donna Fargo","Superman","0.503","0.607","0.668","3.68E-6","11","0.333","-11.682","1","0.039","99.645","0.96","1"
"Funeral For A Friend","Your Revolution Is A Joke","0.733","0.425","0.314","1.81E-5","6","0.127","-10.43","1","0.0295","148.111","0.176","1"
"Capleton","Say Yeah","0.227","0.75","0.903","0.0","3","0.0849","-3.894","1","0.294","95.92","0.888","0"
"Snow Patrol","Spitting Games","6.83E-4","0.498","0.89","0.0476","7","0.562","-3.935","1","0.0292","145.168","0.518","1"
"Martha Wainwright","Who Was I Kidding","0.679","0.388","0.228","9.0E-5","7","0.109","-9.105","1","0.032","79.006","0.168","1"
"Paul Taylor","Enchanted Garden","0.109","0.657","0.662","0.00757","0","0.0767","-4.07","0","0.0385","82.983","0.356","1"
"Big Star","Till The End Of The Day (Alternate Mix)","0.0224","0.517","0.879","1.05E-6","2","0.361","-5.789","0","0.0529","144.532","0.727","0"
"Mikey Dread","The Jumping Master","0.00678","0.796","0.734","0.00122","8","0.155","-6.84","1","0.206","143.647","0.84","0"
"Vangelis","Twilight","0.893","0.212","0.0932","0.843","7","0.652","-25.532","0","0.0434","143.232","0.194","0"
"Kanye West","Through The Wire","0.00865","0.571","0.739","5.21E-6","7","0.158","-6.11","1","0.247","83.089","0.66","1"
"Kitty Wells","Makin' Believe","0.62","0.486","0.375","3.21E-4","7","0.25","-8.258","1","0.027","129.223","0.738","0"
"Los Nakos","Juana Democracia / Calipso Del Tlc","0.715","0.56","0.591","4.64E-4","4","0.14","-11.03","1","0.0534","100.849","0.563","0"
"Sweet","Do It All Over Again","0.0331","0.518","0.725","4.63E-5","7","0.121","-4.952","1","0.0525","150.192","0.541","1"
"Sugar Minott","Jah Jah Children","0.0822","0.766","0.349","3.64E-4","3","0.107","-17.378","1","0.106","92.183","0.746","0"
"Juana Molina","Isabel","0.953","0.461","0.221","0.067","3","0.108","-16.05","1","0.0311","108.352","0.201","0"
"Arika Kane","Here With Me","0.313","0.585","0.624","0.0","6","0.235","-3.814","1","0.0371","127.716","0.335","0"
"Les Sexareenos","Ruby D.","0.261","0.385","0.977","6.01E-5","11","0.397","-6.345","1","0.056","96.408","0.923","0"
"Oasis","Columbia","2.4E-6","0.311","0.796","0.661","7","0.378","-6.156","1","0.048","100.132","0.0475","0"
"Freddie McGregor","YOUR LOVE","0.082","0.747","0.361","4.05E-5","0","0.0704","-12.089","0","0.338","145.388","0.855","0"
